"BehaviorSpace results (NetLogo 6.1.0)"
"COVID SIMULS.nlogo"
"Containment Policy"
"04/02/2020 22:40:29:847 +1100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-40","40"
"[run number]","Illness_period","SpatialDistance","Proportion_Isolating","Total_Population","Available_Resources","Current_Cases","Media_Exposure","Bed_Capacity","ReInfectionRate","RestrictedMovement","Superspreaders","Severity_of_illness","Send_to_Hospital","ProductionRate","Incubation_Period","Case_Isolation","Initial","ID_Rate","PolicyTriggerOn","Proportion_People_Avoid","Population","Treatment_Benefit","FearTrigger","Speed","Triggerday","Proportion_time_Avoid","InfectionRate","Age_Isolation","Contact_Radius","[step]","count simuls with [ color = red ]","count simuls with [ color = 85 ]","count simuls with [color = black ]","count simuls with [ color = yellow ]","count simuls with [ color = black and agerange = 5 ]","count simuls with [ color = black and agerange = 15 ]","count simuls with [ color = black and agerange = 25 ]","count simuls with [ color = black and agerange = 35 ]","count simuls with [ color = black and agerange = 45 ]","count simuls with [ color = black and agerange = 55 ]","count simuls with [ color = black and agerange = 65 ]","count simuls with [ color = black and agerange = 75 ]","count simuls with [ color = black and agerange = 85 ]","count simuls with [ color = black and agerange = 95 ]","mean [ R ] of simuls with [ timenow = Illness_period ]","mean [ contacts ] of simuls / ticks","mean [ timenow ] of simuls with [ color = red ]","count simuls with [ color = red and timenow = Incubation_Period ]","sum [ reserves ] of simuls with [ color != black ]","scalePhase"
"11","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","28","3","2494","1","2","0","0","0","0","0","0","1","0","0","0","1","0.4407857142857143","9","0","3.6022233389408365E7","0"
"2","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","144","4","2410","1","85","0","0","0","0","0","0","0","0","0","1","0","0.28710833333333335","9.5","0","2.371649062088213E7","0"
"6","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","127","4","2457","2","37","0","0","0","0","0","0","0","2","0","0","0","0.2928","7.5","0","2.472206263622786E7","0"
"3","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","145","6","2404","0","90","0","0","0","0","0","0","0","0","0","0","2","0.2898344827586207","9.5","1","2.39843932234442E7","0"
"1","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","108","11","2429","1","59","0","0","0","0","0","0","0","1","0","0","2","0.3009740740740741","10","2","2.9136391389475938E7","0"
"10","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","44","19","2449","0","32","0","0","0","0","0","0","0","0","0","0","0.5","0.3800454545454546","9.947368421052632","0","3.393156017584267E7","0"
"5","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","127","12","2383","0","105","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.29604409448818897","8.5","1","2.4181379125661664E7","0"
"12","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","6","8","2492","0","0","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.4210666666666667","6","2","3.70101993484195E7","0"
"2","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","145","5","2409","1","85","0","0","0","0","0","0","0","0","0","1","0","0.2868965517241379","8.6","0","2.3637074731032122E7","0"
"11","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","29","3","2494","1","2","0","0","0","0","0","0","1","0","0","0","1","0.43391724137931037","10","0","3.585983786872154E7","0"
"3","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","146","6","2404","0","90","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2895506849315069","10.5","0","2.387113465565413E7","0"
"6","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","128","4","2457","2","37","0","0","0","0","0","0","0","2","0","0","0","0.292640625","8.5","1","2.4624350069186807E7","0"
"10","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","45","20","2447","0","33","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.3775822222222222","9.65","1","3.3802894381964624E7","0"
"5","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","128","11","2383","0","106","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.295834375","8.818181818181818","0","2.411721183371401E7","0"
"1","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","109","13","2427","1","59","0","0","0","0","0","0","0","1","0","0","2","0.3003926605504587","9.461538461538462","0","2.9033060212873183E7","0"
"12","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","7","8","2492","0","0","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.4358857142857143","7","0","3.698820815500408E7","0"
"2","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","146","5","2409","1","85","0","0","0","0","0","0","0","0","0","1","0","0.28659726027397264","9.6","1","2.351112682738269E7","0"
"11","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","30","3","2494","1","2","0","0","0","0","0","0","1","0","0","0","1","0.42822666666666664","11","0","3.57238138380745E7","0"
"3","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","147","5","2404","0","91","0","0","0","0","0","0","0","0","0","0","0","0.28933605442176874","10.4","0","2.377786967419319E7","0"
"6","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","129","4","2457","2","37","0","0","0","0","0","0","0","2","0","0","0","0.2922790697674419","9.5","0","2.45046137885632E7","0"
"10","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","46","16","2447","0","37","0","0","0","0","0","0","0","0","0","0","3","0.3747391304347826","9.0625","0","3.36549733639704E7","0"
"5","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","129","11","2383","0","106","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2955286821705426","9.818181818181818","0","2.4027388819993902E7","0"
"1","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","110","13","2425","1","61","0","0","0","0","0","0","0","1","0","0","1.5","0.29995636363636363","8","0","2.895683944757526E7","0"
"2","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","147","5","2409","1","85","0","0","0","0","0","0","0","0","0","1","0.6666666666666666","0.2863238095238095","10.6","0","2.340048469529488E7","0"
"12","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","8","11","2489","0","0","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.44605","6.090909090909091","0","3.69827374904566E7","0"
"3","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","148","5","2404","0","91","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2890459459459459","11.4","0","2.365359953508941E7","0"
"11","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","31","3","2494","1","2","0","0","0","0","0","0","1","0","0","0","1","0.4229032258064516","12","0","3.558407636116657E7","0"
"6","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","130","5","2456","2","37","0","0","0","0","0","0","0","2","0","0","0.3333333333333333","0.29192615384615384","8.6","0","2.4399053730847247E7","0"
"10","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","47","15","2447","1","37","0","0","0","0","0","0","0","0","1","0","1","0.37246808510638296","9.733333333333333","1","3.3539589801962752E7","0"
"5","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","130","14","2380","0","106","0","0","0","0","0","0","0","0","0","0","0","0.2951507692307692","8.714285714285714","0","2.391383163151207E7","0"
"2","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","148","5","2409","1","85","0","0","0","0","0","0","0","0","0","1","0","0.28607027027027027","11.6","0","2.3312298682579655E7","0"
"1","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","111","14","2424","1","61","0","0","0","0","0","0","0","1","0","0","1.5","0.29957117117117116","8.428571428571429","0","2.887552024955821E7","0"
"12","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","9","13","2487","0","0","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.45271111111111106","6.153846153846154","0","3.697868492959088E7","0"
"3","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","149","4","2404","0","92","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2888644295302013","11.25","0","2.3582067049898174E7","0"
"11","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","32","3","2494","1","2","0","0","0","0","0","0","1","0","0","0","2","0.41775","13","0","3.541184144621752E7","0"
"6","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","131","5","2456","2","37","0","0","0","0","0","0","0","2","0","0","0","0.29146259541984737","9.6","0","2.4320100121626765E7","0"
"10","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","48","16","2445","1","38","0","0","0","0","0","0","0","0","1","0","1","0.3702916666666667","9.125","0","3.3451714033711616E7","0"
"2","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","149","3","2409","1","87","0","0","0","0","0","0","0","0","0","1","0","0.2858255033557047","9.666666666666666","1","2.321371734812105E7","0"
"5","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","131","16","2378","0","106","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.294781679389313","8.625","1","2.377372998545815E7","0"
"1","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","112","13","2424","1","62","0","0","0","0","0","0","0","1","0","0","1.3333333333333333","0.2990535714285714","8.846153846153847","0","2.876144304792762E7","0"
"3","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","150","5","2403","0","92","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.28862133333333334","10","0","2.3480568400532003E7","0"
"12","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","10","14","2486","0","0","0","0","0","0","0","0","0","0","0","0","3.5","0.45976","6.714285714285714","2","3.699112662150248E7","0"
"6","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","132","4","2456","2","38","0","0","0","0","0","0","0","2","0","0","0","0.2912181818181818","9","0","2.4247721116010815E7","0"
"11","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","33","3","2494","1","2","0","0","0","0","0","0","1","0","0","0","1","0.412969696969697","14","0","3.5264372778419025E7","0"
"10","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","49","15","2445","1","39","0","0","0","0","0","0","0","0","1","0","0.5","0.3677387755102041","9.666666666666666","2","3.3335170447966922E7","0"
"5","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","132","15","2378","0","107","0","0","0","0","0","0","0","0","0","0","1","0.2945181818181818","9.133333333333333","0","2.3656185763163704E7","0"
"2","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","150","2","2409","1","88","0","0","0","0","0","0","0","0","0","1","0","0.28567733333333334","7.5","0","2.3117997546406396E7","0"
"3","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","151","5","2403","0","92","0","0","0","0","0","0","0","0","0","0","0","0.28848211920529804","11","0","2.33769350594626E7","0"
"1","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","113","14","2422","1","63","0","0","0","0","0","0","0","1","0","0","1","0.2987008849557522","8.071428571428571","2","2.869750709144453E7","0"
"12","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","11","14","2486","0","0","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.4642181818181818","7.714285714285714","0","3.699802220803753E7","0"
"11","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","34","2","2494","1","3","0","0","0","0","0","0","1","0","0","0","2.5","0.4084235294117647","14","0","3.510404289913253E7","0"
"10","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","50","15","2444","1","40","0","0","0","0","0","0","0","0","1","0","1","0.36528799999999995","9.6","0","3.321452861348696E7","0"
"2","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","151","2","2409","1","88","0","0","0","0","0","0","0","0","0","1","0","0.2855417218543046","8.5","0","2.3035100617539454E7","0"
"6","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","133","4","2456","2","38","0","0","0","0","0","0","0","2","0","0","0","0.2910736842105263","10","0","2.4210286770110045E7","0"
"5","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","133","16","2377","0","107","0","0","0","0","0","0","0","0","0","0","0.75","0.2942736842105263","9.5625","0","2.35872240994235E7","0"
"3","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","152","5","2403","0","92","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.28822368421052635","12","0","2.3231166037660692E7","0"
"1","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","114","12","2422","1","65","0","0","0","0","0","0","0","1","0","0","2","0.2983649122807017","7.75","2","2.863859241314894E7","0"
"2","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","152","2","2409","1","88","0","0","0","0","0","0","0","0","0","1","0","0.28528684210526317","9.5","0","2.2935660278428808E7","0"
"11","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","35","2","2494","1","3","0","0","0","0","0","0","1","0","0","0","1","0.4042742857142857","15","0","3.4976985629945986E7","0"
"5","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","134","17","2374","0","109","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2939492537313433","8.117647058823529","3","2.345622932768632E7","0"
"10","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","51","18","2440","1","41","0","0","0","0","0","0","0","0","1","0","2","0.3629098039215687","8.11111111111111","0","3.3084974518782355E7","0"
"6","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","134","4","2456","2","38","0","0","0","0","0","0","0","2","0","0","0.3333333333333333","0.2908238805970149","11","1","2.408900858667514E7","0"
"12","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","12","13","2485","0","2","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.46893333333333337","6.846153846153846","3","3.699469743234549E7","0"
"3","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","153","3","2403","0","94","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2880862745098039","10.333333333333334","0","2.3174915310562804E7","0"
"2","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","153","3","2408","1","88","0","0","0","0","0","0","0","0","0","1","0","0.2851294117647059","7.333333333333333","0","2.2809910827365503E7","0"
"1","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","115","11","2422","1","66","0","0","0","0","0","0","0","1","0","0","2","0.29797913043478264","8","1","2.8568669069079548E7","0"
"3","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","154","3","2403","0","94","0","0","0","0","0","0","0","0","0","0","2","0.28782597402597404","11.333333333333334","1","2.30785034546098E7","0"
"5","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","135","13","2374","0","113","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2936562962962963","6.6923076923076925","2","2.3352558087113004E7","0"
"11","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","36","1","2494","1","4","0","0","0","0","0","0","1","0","0","0","1","0.39984444444444445","15","0","3.478995623477262E7","0"
"10","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","52","20","2438","1","41","0","0","0","0","0","0","0","0","1","0","0.75","0.36090769230769226","8.3","2","3.2965529677000925E7","0"
"6","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","135","4","2456","2","38","0","0","0","0","0","0","0","2","0","0","0","0.2905837037037037","12","0","2.397710850406247E7","0"
"12","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","13","16","2482","0","2","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.4732923076923077","6.5625","2","3.699163384140839E7","0"
"2","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","154","3","2408","1","88","0","0","0","0","0","0","0","0","0","1","0","0.28482597402597404","8.333333333333334","0","2.2706168672326747E7","0"
"3","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","155","3","2403","0","94","0","0","0","0","0","0","0","0","0","0","1","0.2874374193548387","12.333333333333334","0","2.29286342766465E7","0"
"5","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","136","15","2372","0","113","0","0","0","0","0","0","0","0","0","0","0","0.2934","6.8","0","2.3247632024754006E7","0"
"1","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","116","12","2421","1","66","0","0","0","0","0","0","0","1","0","0","1","0.2977896551724138","8.333333333333334","0","2.8510559244956348E7","0"
"11","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","37","1","2494","1","4","0","0","0","0","0","0","1","0","0","0","1","0.3964324324324324","16","0","3.46584392570521E7","0"
"6","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","136","4","2455","2","39","0","0","0","0","0","0","0","2","0","0","0","0.2902205882352941","9","0","2.3884458707331248E7","0"
"10","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","53","21","2435","1","43","0","0","0","0","0","0","0","0","1","0","1.3333333333333333","0.3586867924528302","7.380952380952381","0","3.2851781609577924E7","0"
"2","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","155","3","2408","1","88","0","0","0","0","0","0","0","0","0","1","0","0.2844670967741935","9.333333333333334","0","2.2589045191147998E7","0"
"12","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","14","17","2481","0","2","0","0","0","0","0","0","0","0","0","0","2","0.4758857142857143","7.176470588235294","1","3.695081596816005E7","0"
"3","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","156","2","2403","0","95","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2871948717948718","11.5","0","2.2821990171121906E7","0"
"5","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","137","16","2371","0","113","0","0","0","0","0","0","0","0","0","0","1","0.2930394160583942","7.375","1","2.315236563240693E7","0"
"11","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","38","0","2494","1","5","0","0","0","0","0","0","1","0","0","0","1","0.39277894736842106","<RuntimePrimitiveException>","0","3.45430064022418E7","0"
"1","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","117","12","2421","1","66","0","0","0","0","0","0","0","1","0","0","1.5","0.29755213675213676","9.333333333333334","2","2.8432455313055642E7","0"
"6","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","137","4","2455","2","39","0","0","0","0","0","0","0","2","0","0","0","0.28996204379562046","10","0","2.3810984403060373E7","0"
"10","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","54","18","2435","1","46","0","0","0","0","0","0","0","0","1","0","1","0.35665925925925923","6.944444444444445","1","3.273511823728511E7","0"
"13","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","0","1","2499","0","0","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","5","1","3.6870108710265964E7","0"
"2","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","156","3","2408","1","88","0","0","0","0","0","0","0","0","0","1","0.5","0.28428717948717946","10.333333333333334","0","2.2478104657275718E7","0"
"3","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","157","1","2403","0","96","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2869707006369427","8","0","2.2739945176106375E7","0"
"5","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","138","15","2370","0","115","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2926840579710145","6.733333333333333","3","2.3012633412001308E7","0"
"12","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","15","17","2481","0","2","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.4781333333333333","8.176470588235293","0","3.694331753469706E7","0"
"1","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","118","12","2420","1","67","0","0","0","0","0","0","0","1","0","0","1.3333333333333333","0.29718983050847453","9","0","2.8340328599463906E7","0"
"6","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","138","3","2455","2","40","0","0","0","0","0","0","0","2","0","0","0","0.2897449275362319","9","0","2.371181469611216E7","0"
"10","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","55","16","2435","1","48","0","0","0","0","0","0","0","0","1","0","0.5","0.35459636363636365","6.8125","4","3.260664180838248E7","0"
"2","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","157","3","2408","1","88","0","0","0","0","0","0","0","0","0","1","0","0.28402292993630573","11.333333333333334","1","2.2365602326893236E7","0"
"3","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","158","1","2403","0","96","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2866911392405063","9","0","2.2676383843464088E7","0"
"13","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","1","1","2499","0","0","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","8.0E-4","6","0","3.687010871026616E7","0"
"5","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","21","75","35","0","45","139","16","2368","0","116","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2922964028776978","6.3125","0","2.2883561029375356E7","0"
