"BehaviorSpace results (NetLogo 6.1.0)"
"COVID SIMULS.html"
"Lancet Paper NZ"
"04/13/2020 21:20:48:637 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-40","40"
"[run number]","Illness_period","Spatial_Distance","Compliance_with_Isolation","Total_Population","Available_Resources","Current_Cases","Media_Exposure","Hospital_Beds_in_Australia","ReInfectionRate","RestrictedMovement","Superspreaders","Severity_of_illness","Quarantine","ProductionRate","Incubation_Period","Case_Isolation","Initial","Track_and_Trace_Efficiency","PolicyTriggerOn","Proportion_People_Avoid","Population","Treatment_Benefit","FearTrigger","Speed","Triggerday","Proportion_time_Avoid","InfectionRate","Age_Isolation","Contact_Radius","Scale","Lockdown_Off","Freewheel","TimelockdownOff","Diffusion_Adjustment","[step]","count simuls with [ color = red ]","count simuls with [ color = 85 ]","count simuls with [color = black ]","count simuls with [ color = yellow ]","count simuls with [ color = black and agerange = 5 ]","count simuls with [ color = black and agerange = 15 ]","count simuls with [ color = black and agerange = 25 ]","count simuls with [ color = black and agerange = 35 ]","count simuls with [ color = black and agerange = 45 ]","count simuls with [ color = black and agerange = 55 ]","count simuls with [ color = black and agerange = 65 ]","count simuls with [ color = black and agerange = 75 ]","count simuls with [ color = black and agerange = 85 ]","count simuls with [ color = black and agerange = 95 ]","mean [ R ] of simuls with [ color = red and timenow = Illness_period ]","mean [ contacts ] of simuls / ticks","mean [ timenow ] of simuls with [ color = red ]","count simuls with [ color = red and timenow = Incubation_Period ]","sum [ reserves ] of simuls with [ color != black ]","scalePhase","numberInfected","deathcount","casefatalityrate","ICUBedsRequired","DailyCases","CurrentInfections","EliminationDate"
"2","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","17","148","2325","0","27","0","0","0","0","0","0","0","0","0","0","3.5","0.4997411764705882","5.97972972972973","13","8068578.729559034","0","55","0","0","4","13","148","0"
"1","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","9","60","2437","0","3","0","0","0","0","0","0","0","0","0","0","1","0.4810666666666667","7.433333333333334","1","8353424.322415522","0","25","0","0","5","0","60","0"
"3","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","18","116","2357","0","27","0","0","0","0","0","0","0","0","0","0","2.5","0.4898","5.922413793103448","12","8338579.3869464435","0","50","0","0","1","12","116","0"
"6","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","18","87","2382","2","29","0","0","0","0","1","0","0","1","0","0","2","0.49437777777777775","6.517241379310345","7","8586751.120247679","0","54","2","0.037037037037037035","1","6","87","0"
"7","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","18","122","2351","1","26","0","0","0","0","0","0","0","0","1","0","1.6666666666666667","0.4914666666666666","6.360655737704918","9","8287156.433394838","0","55","1","0.01818181818181818","4","9","122","0"
"5","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","20","163","2305","0","32","0","0","0","0","0","0","0","0","0","0","2.4","0.499","6.196319018404908","15","8552938.96792957","0","76","0","0","6","6","163","0"
"4","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","18","169","2300","2","29","0","0","0","0","0","0","1","0","0","1","3","0.4911777777777778","6.153846153846154","13","8101841.106789797","0","73","2","0.0273972602739726","5","11","169","0"
"8","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","18","146","2317","3","34","0","0","0","0","0","1","1","1","0","0","<RuntimePrimitiveException>","0.49746666666666667","5.801369863013699","10","8479190.714025302","0","63","3","0.047619047619047616","3","9","146","0"
"2","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","18","157","2311","0","32","0","0","0","0","0","0","0","0","0","0","3.142857142857143","0.49917777777777783","6.127388535031847","13","8063592.2228935165","0","61","0","0","4","10","157","0"
"3","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","19","135","2338","0","27","0","0","0","0","0","0","0","0","0","0","1.5","0.49090526315789473","6.088888888888889","12","8335300.618320951","0","56","0","0","2","4","135","0"
"6","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","19","95","2370","2","33","0","0","0","0","1","0","0","1","0","0","1","0.4945473684210526","6.294736842105263","7","8583957.322416943","0","58","2","0.034482758620689655","1","7","95","0"
"7","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","19","137","2333","1","29","0","0","0","0","0","0","0","0","1","0","2","0.49111578947368423","6.313868613138686","13","8283371.460634884","0","64","1","0.015625","4","6","137","0"
"5","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","21","176","2288","0","36","0","0","0","0","0","0","0","0","0","0","2.5","0.5002095238095239","6.375","17","8551305.19452003","0","83","0","0","6","10","176","0"
"4","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","19","187","2280","2","31","0","0","0","0","0","0","1","0","0","1","4","0.4913894736842105","6.390374331550802","16","8099435.635271164","0","76","2","0.02631578947368421","9","14","187","0"
"8","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","19","154","2304","3","39","0","0","0","0","0","1","1","1","0","0","1","0.4978736842105263","5.98051948051948","14","8474704.907085164","0","71","3","0.04225352112676056","3","7","154","0"
"1","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","10","65","2430","0","5","0","0","0","0","0","0","0","0","0","0","1.6","0.48524","7.369230769230769","6","8351013.76450064","0","28","0","0","5","1","65","0"
"2","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","19","184","2282","0","34","0","0","0","0","0","0","0","0","0","0","1.6666666666666667","0.4991578947368421","6.054347826086956","16","8059125.748751484","0","74","0","0","4","11","184","0"
"6","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","20","109","2355","2","34","0","0","0","0","1","0","0","1","0","0","2","0.49548","6.339449541284404","2","8579361.579668395","0","64","2","0.03125","1","6","109","0"
"3","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","20","147","2324","0","29","0","0","0","0","0","0","0","0","0","0","1.6666666666666667","0.49012","6.374149659863946","9","8330143.734228736","0","68","0","0","4","8","147","0"
"7","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","20","150","2317","1","32","0","0","0","0","0","0","0","0","1","0","2.5","0.49135999999999996","6.446666666666666","14","8279875.612847829","0","73","1","0.0136986301369863","4","8","150","0"
"5","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","22","196","2263","0","41","0","0","0","0","0","0","0","0","0","0","2.6","0.5002181818181818","6.316326530612245","14","8548741.759420868","0","89","0","0","6","8","196","0"
"4","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","20","205","2257","3","35","0","0","0","0","0","0","1","1","0","1","3.8333333333333335","0.49336","6.4487804878048784","17","8093626.917687365","0","87","3","0.034482758620689655","9","10","205","0"
"8","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","20","173","2285","3","39","0","0","0","0","0","1","1","1","0","0","2","0.49804000000000004","6.323699421965318","15","8472719.495922888","0","80","3","0.0375","4","18","173","0"
"2","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","20","206","2253","0","41","0","0","0","0","0","0","0","0","0","0","3.5","0.49862","5.864077669902913","18","8055486.250086011","0","84","0","0","4","13","206","0"
"6","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","21","124","2339","2","35","0","0","0","0","1","0","0","1","0","0","2.25","0.4955428571428571","6.443548387096774","15","8574204.628519705","0","71","2","0.028169014084507043","1","7","124","0"
"3","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","21","159","2309","1","31","0","0","0","0","0","0","0","0","1","0","3","0.49228571428571427","6.60377358490566","16","8323353.9024260165","0","72","1","0.013888888888888888","4","12","159","0"
"7","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","21","167","2296","1","36","0","0","0","0","0","0","0","0","1","0","3.5","0.49163809523809526","6.407185628742515","10","8277413.787501962","0","79","1","0.012658227848101266","3","9","167","0"
"5","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","23","227","2230","0","43","0","0","0","0","0","0","0","0","0","0","3.5","0.5011130434782609","6.312775330396476","19","8547232.930969635","0","99","0","0","6","15","227","0"
"1","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","11","65","2424","0","11","0","0","0","0","0","0","0","0","0","0","2","0.4873090909090909","6.892307692307693","5","8347135.0502256015","0","28","0","0","4","1","65","0"
"4","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","21","230","2230","3","37","0","0","0","0","0","0","1","1","0","1","3","0.4934095238095238","6.608695652173913","22","8089847.557158612","0","101","3","0.0297029702970297","10","13","230","0"
"8","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","21","190","2264","3","43","0","0","0","0","0","1","1","1","0","0","3","0.4987238095238095","6.421052631578948","17","8470879.418895565","0","87","3","0.034482758620689655","4","10","190","0"
"2","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","21","236","2220","0","44","0","0","0","0","0","0","0","0","0","0","2.4","0.4989142857142857","5.915254237288136","20","8052123.033823106","0","95","0","0","6","13","236","0"
"6","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","22","134","2327","2","37","0","0","0","0","1","0","0","1","0","0","3","0.49578181818181816","6.723880597014926","9","8570312.764574591","0","77","2","0.025974025974025976","2","7","134","0"
"3","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","22","177","2287","2","34","0","0","0","0","0","1","0","0","1","0","3.4","0.49334545454545453","6.581920903954802","13","8320207.961185518","0","80","2","0.025","4","12","177","0"
"7","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","22","193","2268","1","38","0","0","0","0","0","0","0","0","1","0","2","0.49223636363636364","6.3782383419689115","15","8274940.983963117","0","87","1","0.011494252873563218","4","13","193","0"
"5","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","24","266","2186","0","48","0","0","0","0","0","0","0","0","0","0","2.4285714285714284","0.5013500000000001","6.086466165413534","23","8545352.814645855","0","107","0","0","9","17","266","0"
"8","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","22","213","2237","3","47","0","0","0","0","0","1","1","1","0","0","3.6666666666666665","0.4990727272727273","6.427230046948357","21","8467213.53852552","0","105","3","0.02857142857142857","6","14","213","0"
"2","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","22","262","2190","0","48","0","0","0","0","0","0","0","0","0","0","1.5","0.49998181818181814","6.083969465648855","14","8048667.397028261","0","108","0","0","6","16","262","0"
"4","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","22","250","2204","3","43","0","0","0","0","0","0","1","1","0","1","2.909090909090909","0.49383636363636363","6.696","19","8086227.461272544","0","111","3","0.02702702702702703","10","16","250","0"
"3","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","23","192","2269","2","37","0","0","0","0","0","1","0","0","1","0","2.7142857142857144","0.49415652173913044","6.817708333333333","19","8316983.150655483","0","92","2","0.021739130434782608","4","9","192","0"
"6","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","23","152","2305","2","41","0","0","0","0","1","0","0","1","0","0","2.7777777777777777","0.4965217391304348","6.506578947368421","12","8567202.247384751","0","84","2","0.023809523809523808","2","2","152","0"
"1","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","12","70","2413","1","16","0","0","0","0","0","0","1","0","0","0","1","0.4886","6.057142857142857","8","8338526.273664912","0","29","1","0.034482758620689655","4","1","70","0"
"7","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","23","211","2246","1","42","0","0","0","0","0","0","0","0","1","0","3.4285714285714284","0.49273043478260875","6.530805687203792","18","8270942.141446898","0","96","1","0.010416666666666666","5","14","211","0"
"5","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","25","307","2137","0","56","0","0","0","0","0","0","0","0","0","0","2.6923076923076925","0.5012960000000001","5.856677524429967","17","8542627.561316118","0","122","0","0","11","14","307","0"
"8","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","23","234","2213","3","50","0","0","0","0","0","1","1","1","0","0","3.6","0.5000173913043479","6.645299145299146","13","8466419.154458323","0","115","3","0.02608695652173913","7","15","234","0"
"2","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","23","285","2162","0","53","0","0","0","0","0","0","0","0","0","0","3.6666666666666665","0.5001217391304348","6.312280701754386","29","8044630.891361853","0","121","0","0","5","18","285","0"
"4","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","23","283","2165","3","49","0","0","0","0","0","0","1","1","0","1","2","0.49403478260869566","6.575971731448763","20","8082164.386341978","0","124","3","0.024193548387096774","12","17","283","0"
"3","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","24","214","2242","2","42","0","0","0","0","0","1","0","0","1","0","1.8333333333333333","0.4948166666666667","6.742990654205608","14","8314491.638058497","0","104","2","0.019230769230769232","6","16","214","0"
"6","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","24","175","2279","2","44","0","0","0","0","1","0","0","1","0","0","2","0.49676666666666663","6.377142857142857","15","8564159.923737848","0","91","2","0.02197802197802198","4","15","175","0"
"5","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","26","325","2112","0","63","0","0","0","0","0","0","0","0","0","0","3.142857142857143","0.5022307692307693","6.187692307692307","25","8538642.36141564","0","139","0","0","12","19","325","0"
"7","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","24","232","2219","1","48","0","0","0","0","0","0","0","0","1","0","2.6666666666666665","0.49241666666666667","6.525862068965517","16","8267516.509089673","0","109","1","0.009174311926605505","5","10","232","0"
"2","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","24","323","2121","1","55","0","0","0","0","0","0","0","1","0","0","2.75","0.5000666666666667","6.427244582043343","29","8038923.784311348","0","137","1","0.0072992700729927005","8","20","323","0"
"8","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","24","256","2184","4","56","0","0","0","0","0","1","1","2","0","0","2.2857142857142856","0.49955","6.64453125","19","8463100.328060307","0","129","4","0.031007751937984496","9","17","256","0"
"3","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","25","236","2213","2","49","0","0","0","0","0","1","0","0","1","0","2.4166666666666665","0.496","6.639830508474576","15","8312817.121234057","0","113","2","0.017699115044247787","9","13","236","0"
"1","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","13","74","2404","1","21","0","0","0","0","0","0","1","0","0","0","1.3333333333333333","0.48923076923076925","5.648648648648648","10","8335065.677105097","0","30","1","0.03333333333333333","4","6","74","0"
"4","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","24","308","2129","3","60","0","0","0","0","0","0","1","1","0","1","4","0.4959166666666666","6.470779220779221","23","8082480.116818871","0","140","3","0.02142857142857143","12","22","308","0"
"6","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","25","182","2263","2","53","0","0","0","0","1","0","0","1","0","0","3","0.498176","6.34065934065934","16","8561428.336256053","0","93","2","0.021505376344086023","5","9","182","0"
"7","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","25","259","2185","1","55","0","0","0","0","0","0","0","0","1","0","2.2222222222222223","0.493008","6.413127413127413","21","8265381.420595501","0","123","1","0.008130081300813009","5","15","259","0"
"5","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","27","351","2073","0","76","0","0","0","0","0","0","0","0","0","0","3","0.5017481481481482","6.136752136752137","33","8535281.620807938","0","153","0","0","12","23","351","0"
"2","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","25","357","2081","1","61","0","0","0","0","0","0","0","1","0","0","3.2","0.49980800000000003","6.546218487394958","33","8038063.749815727","0","155","1","0.0064516129032258064","11","14","357","0"
"8","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","25","283","2151","5","61","0","0","0","0","1","1","1","2","0","0","1.875","0.500192","6.678445229681979","21","8459013.387906477","0","144","5","0.034722222222222224","10","21","283","0"
"4","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","25","340","2084","4","72","0","0","0","0","0","0","1","2","0","1","1.9","0.49672","6.2558823529411764","27","8078771.042827599","0","157","4","0.025477707006369428","12","19","340","0"
"3","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","26","273","2170","2","55","0","0","0","0","0","1","0","0","1","0","2","0.49664615384615385","6.388278388278389","22","8310253.804271506","0","129","2","0.015503875968992248","8","19","273","0"
"6","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","26","200","2241","2","57","0","0","0","0","1","0","0","1","0","0","2","0.49806153846153844","6.45","12","8557919.639265925","0","108","2","0.018518518518518517","5","12","200","0"
"5","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","28","384","2033","0","83","0","0","0","0","0","0","0","0","0","0","3.1","0.5019571428571429","6.317708333333333","44","8531575.643600708","0","172","0","0","15","17","384","0"
"1","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","14","86","2390","1","23","0","0","0","0","0","0","1","0","0","0","1","0.4897142857142857","5.488372093023256","7","8330234.73396911","0","31","1","0.03225806451612903","3","5","86","0"
"7","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","26","280","2155","1","64","0","0","0","0","0","0","0","0","1","0","1.6666666666666667","0.49338461538461537","6.417857142857143","28","8262379.144502643","0","133","1","0.007518796992481203","5","18","280","0"
"2","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","26","389","2037","1","73","0","0","0","0","0","0","0","1","0","0","3.090909090909091","0.5000923076923077","6.5141388174807195","30","8034380.309452294","0","175","1","0.005714285714285714","10","29","389","0"
"3","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","27","302","2129","2","67","0","0","0","0","0","1","0","0","1","0","2.125","0.498","6.139072847682119","18","8307703.351086688","0","142","2","0.014084507042253521","9","14","302","0"
"8","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","26","310","2117","5","68","0","0","0","0","1","1","1","2","0","0","2.857142857142857","0.49964615384615385","6.735483870967742","27","8455978.817848286","0","161","5","0.031055900621118012","10","13","310","0"
"6","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","27","227","2207","3","63","0","0","0","0","1","0","0","1","1","0","3","0.4987111111111111","6.1982378854625555","22","8543957.631044885","0","117","3","0.02564102564102564","6","15","227","0"
"5","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","29","428","1983","0","89","0","0","0","0","0","0","0","0","0","0","2.25","0.5025379310344827","6.44392523364486","49","8528399.410264418","0","195","0","0","14","25","428","0"
"4","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","26","373","2048","4","75","0","0","0","0","0","0","1","2","0","1","2.642857142857143","0.49723076923076925","6.57372654155496","26","8077099.506644771","0","179","4","0.0223463687150838","13","20","373","0"
"7","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","27","309","2117","1","73","0","0","0","0","0","0","0","0","1","0","3","0.49423703703703703","6.349514563106796","22","8261107.5427607065","0","148","1","0.006756756756756757","5","16","309","0"
"2","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","27","441","1975","1","83","0","0","0","0","0","0","0","1","0","0","2.076923076923077","0.5010370370370371","6.383219954648526","28","8030061.337112979","0","189","1","0.005291005291005291","11","29","441","0"
"8","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","27","352","2067","5","76","0","0","0","0","1","1","1","2","0","0","2.111111111111111","0.5001777777777777","6.568181818181818","24","8454727.517221004","0","182","5","0.027472527472527472","11","19","352","0"
"5","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","30","473","1928","0","99","0","0","0","0","0","0","0","0","0","0","2.933333333333333","0.5035200000000001","6.4926004228329806","25","8526669.635123026","0","212","0","0","15","33","473","0"
"6","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","28","244","2183","3","70","0","0","0","0","1","0","0","1","1","0","1.8571428571428572","0.49914285714285717","6.307377049180328","26","8541002.736148493","0","129","3","0.023255813953488372","7","16","244","0"
"3","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","28","328","2098","3","71","0","0","0","0","0","1","0","0","2","0","2.8181818181818183","0.4995142857142857","6.414634146341464","27","8302194.9871904105","0","161","3","0.018633540372670808","9","15","328","0"
"4","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","27","415","1996","4","85","0","0","0","0","0","0","1","2","0","1","2.9","0.4988740740740741","6.52289156626506","39","8074237.824216321","0","198","4","0.020202020202020204","14","23","415","0"
"1","15","false","95","500000","0","5000","50","13100","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","37","85","50","0","0","true","false","false","127","10","15","96","2377","1","26","0","0","0","0","0","0","1","0","0","0","2","0.49250666666666665","5.416666666666667","6","8327993.908736128","0","37","1","0.02702702702702703","5","8","96","0"
