"BehaviorSpace results (NetLogo 6.1.0)"
"COVID SIMULS.html"
"Lancet Paper Aus"
"04/14/2020 15:39:42:785 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-40","40"
"[run number]","Illness_period","Spatial_Distance","Compliance_with_Isolation","Total_Population","Available_Resources","Current_Cases","Media_Exposure","Hospital_Beds_in_Australia","ReInfectionRate","RestrictedMovement","Superspreaders","Severity_of_illness","Quarantine","ProductionRate","Incubation_Period","Case_Isolation","Initial","Track_and_Trace_Efficiency","PolicyTriggerOn","Proportion_People_Avoid","Population","Treatment_Benefit","FearTrigger","Speed","Triggerday","Proportion_time_Avoid","InfectionRate","Age_Isolation","Contact_Radius","Scale","Lockdown_Off","Freewheel","TimelockdownOff","Diffusion_Adjustment","SE_Illnesspd","se_Incubation","se_compliance","[step]","count simuls with [ color = red ]","count simuls with [ color = 85 ]","count simuls with [color = black ]","count simuls with [ color = yellow ]","count simuls with [ color = black and agerange = 5 ]","count simuls with [ color = black and agerange = 15 ]","count simuls with [ color = black and agerange = 25 ]","count simuls with [ color = black and agerange = 35 ]","count simuls with [ color = black and agerange = 45 ]","count simuls with [ color = black and agerange = 55 ]","count simuls with [ color = black and agerange = 65 ]","count simuls with [ color = black and agerange = 75 ]","count simuls with [ color = black and agerange = 85 ]","count simuls with [ color = black and agerange = 95 ]","mean [ contacts ] of simuls / ticks","mean [ timenow ] of simuls with [ color = red ]","count simuls with [ color = red and timenow = Incubation_Period ]","sum [ reserves ] of simuls with [ color != black ]","scalePhase","numberInfected","deathcount","casefatalityrate","ICUBedsRequired","DailyCases","CurrentInfections","EliminationDate","MeanR"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","5","4","2496","0","0","0","0","0","0","0","0","0","0","0","0","0.40168","5.25","0","8410327.003125599","0","0","0","0","0","0","4","0","0"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","10","2","2498","0","0","0","0","0","0","0","0","0","0","0","0","0.46196000000000004","9","0","8110823.1100565875","0","1","0","0","0","0","2","0","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","7","3","2497","0","0","0","0","0","0","0","0","0","0","0","0","0.43788571428571427","5","0","8778310.932641195","0","1","0","0","0","0","3","0","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","8","2","2498","0","0","0","0","0","0","0","0","0","0","0","0","0.44595","8.5","0","8454664.11200324","0","1","0","0","0","0","2","0","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","7","2","2498","0","0","0","0","0","0","0","0","0","0","0","0","0.4417142857142857","6.5","0","8697107.681486463","0","1","0","0","0","0","2","0","0"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","8","4","2496","0","0","0","0","0","0","0","0","0","0","0","0","0.45335","9","0","8247333.326869945","0","2","0","0","0","0","4","0","0"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","11","2","2498","0","0","0","0","0","0","0","0","0","0","0","0","0.4687636363636363","10","1","8105906.504446654","0","1","0","0","0","0","2","0","0"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","6","4","2496","0","0","0","0","0","0","0","0","0","0","0","0","0.4201333333333333","6.25","0","8407679.405497013","0","2","0","0","0","0","4","0","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","9","7","2493","0","0","0","0","0","0","0","0","0","0","0","0","0.4534666666666667","4.857142857142857","0","8562553.386933696","0","1","0","0","0","0","7","0","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","7","2","2498","0","0","0","0","0","0","0","0","0","0","0","0","0.4333714285714286","10.5","0","8617075.543072985","0","2","0","0","0","0","2","0","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","8","3","2497","0","0","0","0","0","0","0","0","0","0","0","0","0.4496","6","0","8778565.183416612","0","1","0","0","0","0","3","0","1"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","12","2","2498","0","0","0","0","0","0","0","0","0","0","0","0","0.47373333333333334","11","0","8102463.454328962","0","1","0","0","0","0","2","0","1"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","9","2","2498","0","0","0","0","0","0","0","0","0","0","0","0","0.4538666666666667","9.5","1","8451337.864168713","0","1","0","0","0","0","2","0","1"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","9","6","2494","0","0","0","0","0","0","0","0","0","0","0","0","0.4661333333333333","7","0","8244947.83977735","0","2","0","0","0","0","6","0","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","10","7","2493","0","0","0","0","0","0","0","0","0","0","0","0","0.46083999999999997","5.857142857142857","1","8560494.426852487","0","2","0","0","0","0","7","0","0"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","7","4","2496","0","0","0","0","0","0","0","0","0","0","0","0","0.4293142857142857","7.25","0","8405689.790248793","0","2","0","0","0","0","4","0","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","8","3","2497","0","0","0","0","0","0","0","0","0","0","0","0","0.45095","5.333333333333333","0","8695699.595080154","0","1","0","0","0","0","3","0","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","8","2","2498","0","0","0","0","0","0","0","0","0","0","0","0","0.4415","11.5","0","8612898.002948793","0","2","0","0","0","0","2","0","0"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","13","1","2498","0","1","0","0","0","0","0","0","0","0","0","0","0.4804615384615385","7","0","8100474.737252297","0","1","0","0","0","0","1","0","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","9","3","2497","0","0","0","0","0","0","0","0","0","0","0","0","0.4588888888888889","7","0","8776770.659562875","0","1","0","0","0","0","3","0","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","10","3","2497","0","0","0","0","0","0","0","0","0","0","0","0","0.46208","7.333333333333333","0","8448013.903353136","0","1","0","0","0","0","3","0","0"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","8","4","2496","0","0","0","0","0","0","0","0","0","0","0","0","0.43615","8.25","1","8404785.243085222","0","2","0","0","0","0","4","0","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","11","7","2492","0","1","0","0","0","0","0","0","0","0","0","0","0.46738181818181823","4.571428571428571","0","8558008.728357725","0","2","0","0","0","0","7","0","0"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","14","1","2498","0","1","0","0","0","0","0","0","0","0","0","0","0.48525714285714283","8","0","8096106.761672287","0","1","0","0","0","1","1","0","0"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","10","7","2493","0","0","0","0","0","0","0","0","0","0","0","0","0.47504","7","0","8239764.47904058","0","2","0","0","0","2","7","0","1"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","9","3","2497","0","0","0","0","0","0","0","0","0","0","0","0","0.4610222222222223","6.333333333333333","0","8693936.769342514","0","1","0","0","0","0","3","0","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","10","3","2497","0","0","0","0","0","0","0","0","0","0","0","0","0.46543999999999996","8","0","8774305.551479526","0","1","0","0","0","0","3","0","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","9","3","2497","0","0","0","0","0","0","0","0","0","0","0","0","0.4522666666666667","8.666666666666666","0","8612943.239819605","0","2","0","0","0","0","3","0","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","11","3","2497","0","0","0","0","0","0","0","0","0","0","0","0","0.4661090909090909","8.333333333333334","0","8446645.534507364","0","1","0","0","0","0","3","0","0"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","9","4","2496","0","0","0","0","0","0","0","0","0","0","0","0","0.44186666666666663","9.25","1","8402962.617925959","0","2","0","0","0","0","4","0","0"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","15","1","2498","0","1","0","0","0","0","0","0","0","0","0","0","0.48719999999999997","9","0","8094056.072958189","0","1","0","0","0","0","1","0","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","12","8","2491","0","1","0","0","0","0","0","0","0","0","0","0","0.4694","5","2","8554577.531247381","0","2","0","0","0","0","8","0","0"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","11","7","2493","0","0","0","0","0","0","0","0","0","0","0","0","0.4853818181818182","8","0","8236636.500875966","0","2","0","0","0","0","7","0","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","10","3","2497","0","0","0","0","0","0","0","0","0","0","0","0","0.46963999999999995","7.333333333333333","0","8691394.44424721","0","1","0","0","0","0","3","0","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","12","3","2496","0","1","0","0","0","0","0","0","0","0","0","0","0.4707333333333333","4","0","8444633.06608714","0","1","0","0","0","1","3","0","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","11","2","2497","0","1","0","0","0","0","0","0","0","0","0","0","0.4736","5","2","8771410.521872684","0","1","0","0","0","0","2","0","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","10","4","2496","0","0","0","0","0","0","0","0","0","0","0","0","0.4626","7.5","0","8612486.54499548","0","2","0","0","0","0","4","0","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","13","8","2491","0","1","0","0","0","0","0","0","0","0","0","0","0.47396923076923075","6","2","8552920.338203104","0","2","0","0","0","1","8","0","1"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","16","1","2498","0","1","0","0","0","0","0","0","0","0","0","0","0.490975","10","0","8091833.977458045","0","2","0","0","0","0","1","0","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","11","3","2497","0","0","0","0","0","0","0","0","0","0","0","0","0.4753090909090909","8.333333333333334","1","8688387.513988487","0","1","0","0","0","0","3","0","1"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","12","9","2491","0","0","0","0","0","0","0","0","0","0","0","0","0.492","7.222222222222222","0","8232013.712630988","0","4","0","0","0","0","9","0","1"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","10","4","2496","0","0","0","0","0","0","0","0","0","0","0","0","0.44964000000000004","10.25","0","8400393.5106743","0","2","0","0","0","0","4","0","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","12","2","2497","0","1","0","0","0","0","0","0","0","0","0","0","0.4781666666666667","6","0","8768440.28625264","0","1","0","0","0","0","2","0","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","13","3","2496","0","1","0","0","0","0","0","0","0","0","0","0","0.4762769230769231","5","0","8442901.568075402","0","1","0","0","0","0","3","0","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","14","8","2491","0","1","0","0","0","0","0","0","0","0","0","0","0.4758","7","0","8552778.956311144","0","2","0","0","0","0","8","0","0"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","17","1","2498","0","1","0","0","0","0","0","0","0","0","0","0","0.49411764705882355","11","0","8088308.219731092","0","2","0","0","0","0","1","0","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","11","4","2496","0","0","0","0","0","0","0","0","0","0","0","0","0.46901818181818183","8.5","0","8611710.804591099","0","2","0","0","0","0","4","0","2"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","12","3","2496","0","1","0","0","0","0","0","0","0","0","0","0","0.48016666666666663","4","1","8686160.369590819","0","1","0","0","1","0","3","0","0"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","11","7","2493","0","0","0","0","0","0","0","0","0","0","0","0","0.45374545454545456","6.857142857142857","0","8397717.867810259","0","2","0","0","0","1","7","0","0"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","13","9","2489","0","2","0","0","0","0","0","0","0","0","0","0","0.49953846153846154","4.666666666666667","2","8227055.437301242","0","4","0","0","0","0","9","0","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","13","2","2497","0","1","0","0","0","0","0","0","0","0","0","0","0.4837230769230769","7","0","8765417.705819413","0","1","0","0","0","0","2","0","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","14","4","2495","0","1","0","0","0","0","0","0","0","0","0","0","0.4802571428571429","4.75","1","8441539.369079595","0","2","0","0","0","0","4","0","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","15","11","2488","0","1","0","0","0","0","0","0","0","0","0","0","0.47768","6.090909090909091","1","8549528.13531164","0","3","0","0","0","2","11","0","0"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","18","2","2497","0","1","0","0","0","0","0","0","0","0","0","0","0.4996222222222222","6.5","0","8088226.810726295","0","2","0","0","0","0","2","0","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","12","4","2496","0","0","0","0","0","0","0","0","0","0","0","0","0.4749666666666667","9.5","0","8609546.360920073","0","2","0","0","0","0","4","0","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","14","2","2497","0","1","0","0","0","0","0","0","0","0","0","0","0.48634285714285713","8","0","8761082.528030908","0","1","0","0","0","2","2","0","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","13","3","2496","0","1","0","0","0","0","0","0","0","0","0","0","0.4860615384615385","5","0","8682432.564249856","0","1","0","0","1","0","3","0","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","16","13","2486","0","1","0","0","0","0","0","0","0","0","0","0","0.481525","6.153846153846154","1","8548430.34919611","0","3","0","0","0","2","13","0","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","15","6","2493","0","1","0","0","0","0","0","0","0","0","0","0","0.48189333333333334","4.166666666666667","0","8438414.56884025","0","2","0","0","0","0","6","0","0"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","12","7","2493","0","0","0","0","0","0","0","0","0","0","0","0","0.45826666666666666","7.857142857142857","0","8396914.640480574","0","2","0","0","0","1","7","0","1"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","14","11","2487","0","2","0","0","0","0","0","0","0","0","0","0","0.5095142857142857","4.818181818181818","1","8223609.528739862","0","4","0","0","0","0","11","0","0"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","19","4","2495","0","1","0","0","0","0","0","0","0","0","0","0","0.5032631578947369","4.25","0","8085415.198913148","0","2","0","0","0","0","4","0","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","13","4","2495","0","1","0","0","0","0","0","0","0","0","0","0","0.47849230769230766","6.5","1","8607526.443631731","0","2","0","0","0","0","4","0","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","15","3","2496","0","1","0","0","0","0","0","0","0","0","0","0","0.49168","6.333333333333333","0","8756947.752564775","0","1","0","0","0","0","3","0","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","17","20","2478","0","2","0","0","0","0","0","0","0","0","0","0","0.48482352941176476","4.2","0","8547241.659129327","0","5","0","0","1","0","20","0","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","14","3","2496","0","1","0","0","0","0","0","0","0","0","0","0","0.49074285714285715","6","0","8679543.500647655","0","1","0","0","1","1","3","0","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","16","7","2492","0","1","0","0","0","0","0","0","0","0","0","0","0.484625","4.571428571428571","1","8436669.626455575","0","2","0","0","0","0","7","0","0"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","15","13","2485","0","2","0","0","0","0","0","0","0","0","0","0","0.5158933333333333","5.076923076923077","0","8218584.977241044","0","4","0","0","0","0","13","0","0"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","13","5","2493","0","2","0","0","0","0","0","0","0","0","0","0","0.46024615384615386","5.6","0","8394027.324473567","0","3","0","0","0","0","5","0","0"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","20","4","2495","0","1","0","0","0","0","0","0","0","0","0","0","0.50756","5.25","0","8083616.754476479","0","2","0","0","0","0","4","0","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","16","4","2495","0","1","0","0","0","0","0","0","0","0","0","0","0.4953","5.75","0","8752740.585915469","0","3","0","0","0","0","4","0","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","14","3","2495","0","2","0","0","0","0","0","0","0","0","0","0","0.48274285714285714","4.333333333333333","1","8608048.777158516","0","2","0","0","0","0","3","0","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","18","21","2477","0","2","0","0","0","0","0","0","0","0","0","0","0.4857555555555556","5","0","8546352.986387158","0","7","0","0","1","1","21","0","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","17","8","2491","0","1","0","0","0","0","0","0","0","0","0","0","0.48781176470588233","5","0","8435017.41645628","0","2","0","0","0","1","8","0","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","15","3","2496","0","1","0","0","0","0","0","0","0","0","0","0","0.494","7","0","8676332.954270339","0","1","0","0","1","1","3","0","0"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","21","4","2495","0","1","0","0","0","0","0","0","0","0","0","0","0.5119809523809524","6.25","0","8081121.398163892","0","2","0","0","0","0","4","0","1"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","16","16","2482","0","2","0","0","0","0","0","0","0","0","0","0","0.51945","5.125","2","8213802.99527442","0","4","0","0","0","2","16","0","1"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","14","5","2493","0","2","0","0","0","0","0","0","0","0","0","0","0.46234285714285717","6.6","0","8391676.784061983","0","4","0","0","0","0","5","0","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","17","5","2494","0","1","0","0","0","0","0","0","0","0","0","0","0.49776470588235294","5.6","0","8748652.100198291","0","3","0","0","0","0","5","0","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","15","3","2495","0","2","0","0","0","0","0","0","0","0","0","0","0.48679999999999995","5.333333333333333","0","8607526.631809168","0","2","0","0","0","0","3","0","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","19","25","2473","0","2","0","0","0","0","0","0","0","0","0","0","0.48696842105263155","5.2","3","8542815.896804387","0","7","0","0","1","1","25","0","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","16","3","2496","0","1","0","0","0","0","0","0","0","0","0","0","0.4971","8","1","8673600.39555828","0","2","0","0","1","0","3","0","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","67","85","50","0","0","true","false","false","157","10","1","0.2","1","18","10","2489","0","1","0","0","0","0","0","0","0","0","0","0","0.49124444444444443","5","1","8433597.701147897","0","2","0","0","0","0","10","0","0"
