"BehaviorSpace results (NetLogo 6.1.0)"
"COVID SIMULS.nlogo"
"Containment Policy"
"04/02/2020 22:22:49:104 +1100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-40","40"
"[run number]","Illness_period","SpatialDistance","Proportion_Isolating","Total_Population","Available_Resources","Current_Cases","Media_Exposure","Bed_Capacity","ReInfectionRate","RestrictedMovement","Superspreaders","Severity_of_illness","Send_to_Hospital","ProductionRate","Incubation_Period","Case_Isolation","Initial","ID_Rate","PolicyTriggerOn","Proportion_People_Avoid","Population","Treatment_Benefit","FearTrigger","Speed","Triggerday","Proportion_time_Avoid","InfectionRate","Age_Isolation","Contact_Radius","[step]","count simuls with [ color = red ]","count simuls with [ color = 85 ]","count simuls with [color = black ]","count simuls with [ color = yellow ]","count simuls with [ color = black and agerange = 5 ]","count simuls with [ color = black and agerange = 15 ]","count simuls with [ color = black and agerange = 25 ]","count simuls with [ color = black and agerange = 35 ]","count simuls with [ color = black and agerange = 45 ]","count simuls with [ color = black and agerange = 55 ]","count simuls with [ color = black and agerange = 65 ]","count simuls with [ color = black and agerange = 75 ]","count simuls with [ color = black and agerange = 85 ]","count simuls with [ color = black and agerange = 95 ]","mean [ R ] of simuls with [ timenow = Illness_period ]","mean [ contacts ] of simuls / ticks","mean [ timenow ] of simuls with [ color = red ]","count simuls with [ color = red and timenow = Incubation_Period ]","sum [ reserves ] of simuls with [ color != black ]"
"54","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","81","19","2449","2","30","0","0","0","0","1","0","0","0","0","1","1.3333333333333333","0.24693333333333334","7.7894736842105265","2","3.730722184621858E7"
"72","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","15","3","2496","0","1","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.23071999999999998","4.666666666666667","0","3.691060526246695E7"
"68","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","26","1","2496","0","3","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2372923076923077","7","0","3.718658662815296E7"
"64","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","55","3","2479","0","18","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24602181818181817","12.333333333333334","0","3.731121130639833E7"
"70","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","22","6","2492","0","2","0","0","0","0","0","0","0","0","0","0","2","0.23909090909090908","9.166666666666666","0","3.547509370226478E7"
"69","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","26","9","2485","0","6","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24006153846153847","8.11111111111111","0","3.577276577906834E7"
"72","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","16","4","2495","0","1","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.231375","4.5","1","3.6889718947217576E7"
"71","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","17","1","2498","0","1","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.23423529411764707","12","0","3.826536530818569E7"
"68","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","27","1","2496","0","3","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2381037037037037","8","0","3.7204958162955336E7"
"66","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","37","8","2480","0","12","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24583783783783783","6.5","1","3.724749155873686E7"
"54","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","82","18","2449","2","31","0","0","0","0","1","0","0","0","0","1","1.5","0.2469219512195122","8.333333333333334","0","3.730952334077621E7"
"64","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","56","3","2479","0","18","0","0","0","0","0","0","0","0","0","0","1","0.24622857142857144","13.333333333333334","0","3.729457516085192E7"
"70","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","23","6","2492","0","2","0","0","0","0","0","0","0","0","0","0","3","0.23965217391304347","10.166666666666666","1","3.545329493479233E7"
"72","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","17","4","2495","0","1","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.23145882352941177","5.5","0","3.6831667498639636E7"
"69","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","27","8","2484","0","8","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2411111111111111","6.125","0","3.573684006208913E7"
"68","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","28","1","2496","0","3","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.23838571428571428","9","0","3.718384827010686E7"
"71","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","18","1","2498","0","1","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.23471111111111112","13","0","3.825175453382339E7"
"66","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","38","9","2479","0","12","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24615789473684208","6.777777777777778","1","3.7229518348218724E7"
"64","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","57","3","2479","0","18","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24668070175438597","14.333333333333334","0","3.728970122259951E7"
"54","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","83","18","2448","2","32","0","0","0","0","1","0","0","0","0","1","1.25","0.2469686746987952","8.444444444444445","3","3.7362621968276285E7"
"70","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","24","5","2492","0","3","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.23993333333333333","10","1","3.544446902706628E7"
"69","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","28","8","2484","0","8","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24131428571428573","7.125","2","3.573530934653867E7"
"72","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","18","4","2495","0","1","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2313111111111111","6.5","1","3.678449003174559E7"
"68","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","29","1","2496","0","3","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.23926896551724136","10","0","3.7212777569876954E7"
"71","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","19","1","2498","0","1","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2366947368421053","14","0","3.826058224382827E7"
"66","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","39","10","2478","0","12","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2464","7.1","0","3.72170114513158E7"
"64","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","58","2","2479","0","19","0","0","0","0","0","0","0","0","0","0","3","0.24711724137931035","14.5","0","3.732202592408381E7"
"54","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","84","20","2446","2","32","0","0","0","0","1","0","0","0","0","1","1.6666666666666667","0.24706666666666666","8.6","1","3.7401578743191704E7"
"70","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","25","4","2492","0","4","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.240576","9.5","0","3.543716576887221E7"
"72","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","19","5","2494","0","1","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.23307368421052632","6.2","0","3.673472894947274E7"
"69","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","29","8","2484","0","8","0","0","0","0","0","0","0","0","0","0","1","0.2421793103448276","8.125","1","3.5798462564974554E7"
"68","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","30","2","2495","0","3","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.23934666666666665","6","0","3.722326712026889E7"
"66","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","40","10","2478","0","12","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24664999999999998","8.1","1","3.7230175408075236E7"
"64","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","59","3","2478","0","19","0","0","0","0","0","0","0","0","0","0","1","0.2472271186440678","10.666666666666666","0","3.729749273018864E7"
"71","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","20","1","2498","0","1","0","0","0","0","0","0","0","0","0","0","0","0.23676","15","0","3.82551467857961E7"
"54","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","85","18","2446","2","34","0","0","0","0","1","0","0","0","0","1","1.6666666666666667","0.24712470588235297","8.777777777777779","1","3.736705485995288E7"
"70","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","26","5","2491","0","4","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24078461538461537","8.6","0","3.538895610776814E7"
"69","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","30","8","2484","0","8","0","0","0","0","0","0","0","0","0","0","3","0.24237333333333336","9.125","1","3.573357736904692E7"
"68","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","31","2","2495","0","3","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2403483870967742","7","0","3.723938082834402E7"
"72","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","20","6","2493","0","1","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.23372","6.166666666666667","1","3.670418999470247E7"
"64","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","60","2","2478","0","20","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24721333333333334","9","0","3.7289416297790855E7"
"66","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","41","10","2478","0","12","0","0","0","0","0","0","0","0","0","0","1","0.246409756097561","9.1","1","3.7156345482461266E7"
"71","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","21","1","2498","0","1","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2372952380952381","16","0","3.829831584683857E7"
"54","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","86","17","2446","2","35","0","0","0","0","1","0","0","0","0","1","1.3333333333333333","0.2469581395348837","9.352941176470589","0","3.7341712416961916E7"
"68","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","32","2","2495","0","3","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2409875","8","0","3.7289885614166066E7"
"72","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","21","6","2493","0","1","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2348190476190476","7.166666666666667","0","3.667596770644648E7"
"70","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","27","7","2489","0","4","0","0","0","0","0","0","0","0","0","0","0","0.24072592592592593","7.142857142857143","0","3.5365705014616385E7"
"69","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","31","10","2481","0","9","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2424258064516129","6.7","1","3.569306649428557E7"
"64","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","61","1","2478","0","21","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24702950819672131","3","0","3.7264309055255644E7"
"66","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","42","11","2477","0","12","0","0","0","0","0","0","0","0","0","0","0.5","0.24627619047619048","9.272727272727273","1","3.7180080995137595E7"
"71","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","22","0","2498","0","2","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.239","<RuntimePrimitiveException>","0","3.836245993325826E7"
"70","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","28","7","2489","0","4","0","0","0","0","0","0","0","0","0","0","0","0.2407857142857143","8.142857142857142","0","3.53458151681009E7"
"72","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","22","7","2492","0","1","0","0","0","0","0","0","0","0","0","0","2","0.23581818181818182","7.142857142857143","0","3.6657473292121895E7"
"68","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","33","2","2495","0","3","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24153939393939394","9","0","3.728406756011833E7"
"64","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","62","1","2478","0","21","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24711612903225805","4","0","3.726527377803731E7"
"73","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","0","1","2499","0","0","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","5","1","3.8007985452802196E7"
"54","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","87","18","2444","2","36","0","0","0","0","1","0","0","0","0","1","1.5","0.24688275862068965","8.944444444444445","1","3.726695225565573E7"
"69","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","32","9","2481","0","10","0","0","0","0","0","0","0","0","0","0","1","0.242825","6.666666666666667","0","3.567589648801995E7"
"66","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","43","12","2475","0","13","0","0","0","0","0","0","0","0","0","0","0","0.24644651162790698","8.166666666666666","1","3.716948207009436E7"
"70","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","29","6","2489","0","5","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24086896551724138","7.833333333333333","0","3.531287570894617E7"
"72","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","23","8","2491","0","1","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.23773913043478262","7.25","1","3.667158001070673E7"
"64","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","63","1","2478","0","21","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24706666666666668","5","1","3.728106142488879E7"
"68","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","34","2","2495","0","3","0","0","0","0","0","0","0","0","0","0","0","0.24185882352941176","10","1","3.726470192525131E7"
"69","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","33","10","2480","0","10","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2424848484848485","7","0","3.5639001480195366E7"
"54","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","88","17","2444","2","37","0","0","0","0","1","0","0","0","0","1","1.25","0.24699090909090907","9.529411764705882","2","3.727035954171755E7"
"73","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","1","1","2499","0","0","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","8.0E-4","6","0","3.800798545280211E7"
"66","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","44","10","2475","0","15","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24625454545454548","7.6","0","3.716448692811625E7"
"72","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","24","8","2490","0","2","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.23811666666666667","6.25","1","3.6624648763218835E7"
"64","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","64","1","2478","0","21","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2471125","6","0","3.731492011868474E7"
"70","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","30","5","2489","0","6","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24112","7.2","1","3.530341257195942E7"
"68","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","35","2","2495","0","3","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24206857142857144","11","0","3.7259969444164954E7"
"69","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","34","10","2479","0","11","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24278823529411764","6.4","0","3.563530252635292E7"
"54","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","89","17","2444","2","37","0","0","0","0","1","0","0","0","0","1","1","0.24715056179775283","10.529411764705882","0","3.732203688234274E7"
"73","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","2","1","2499","0","0","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.1078","7","0","3.800798545280214E7"
"66","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","45","9","2475","0","16","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2464177777777778","7.666666666666667","0","3.715124119949675E7"
"64","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","65","1","2478","0","21","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24745230769230767","7","0","3.735951713495469E7"
"70","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","31","5","2489","0","6","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2412","8.2","2","3.525880057292626E7"
"72","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","25","9","2489","0","2","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.238112","6.555555555555555","0","3.6593089193338126E7"
"68","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","36","1","2495","0","4","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24211111111111108","7","0","3.729992032468496E7"
"69","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","35","10","2479","0","11","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2427085714285714","7.4","3","3.5594472205775E7"
"54","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","90","15","2444","2","39","0","0","0","0","1","0","0","0","0","1","1.3333333333333333","0.24720888888888887","10.8","0","3.735525061805688E7"
"73","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","3","1","2499","0","0","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.15093333333333334","8","0","3.8032372387112394E7"
"64","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","66","1","2478","0","21","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24722424242424243","8","0","3.7332429708866715E7"
"70","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","32","5","2489","0","6","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2414125","9.2","0","3.523577770874471E7"
"72","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","26","9","2489","0","2","0","0","0","0","0","0","0","0","0","0","1","0.23846153846153847","7.555555555555555","1","3.6607877441855736E7"
"66","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","46","9","2475","0","16","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2467391304347826","8.666666666666666","1","3.713290477734755E7"
"69","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","36","10","2479","0","11","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24296666666666666","8.4","0","3.5601770856558E7"
"68","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","37","1","2495","0","4","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24231351351351352","8","0","3.729440053166312E7"
"54","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","91","14","2443","2","41","0","0","0","0","1","0","0","0","0","1","1","0.24725714285714284","10.285714285714286","2","3.7354542055143334E7"
"64","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","67","1","2478","0","21","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.24709850746268655","9","0","3.7297544758463465E7"
"70","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","33","6","2488","0","6","0","0","0","0","0","0","0","0","0","0","1","0.2421090909090909","8.666666666666666","0","3.527851373263747E7"
"73","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","4","2","2498","0","0","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.1724","6","0","3.805295388515949E7"
"72","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","27","9","2489","0","2","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.23826666666666668","8.555555555555555","1","3.6583435036010005E7"
"66","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","47","9","2475","0","16","0","0","0","0","0","0","0","0","0","0","0","0.2471404255319149","9.666666666666666","2","3.714382259759392E7"
"69","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","37","10","2479","0","11","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2430918918918919","9.4","1","3.5557896570406735E7"
"68","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","38","1","2495","0","4","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2420421052631579","9","0","3.723760292469664E7"
"64","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","68","1","2478","0","21","0","0","0","0","0","0","0","0","0","0","<RuntimePrimitiveException>","0.2470941176470588","10","0","3.728833824040774E7"
"70","15","false","100","25000000","0","5000","50","2","0","0","100","15","true","5","5","false","1","0.1","true","75","2500","4","50","1","0","75","35","0","45","34","6","2488","0","6","0","0","0","0","0","0","0","0","0","0","1","0.24216470588235292","9.666666666666666","0","3.53290332324119E7"
