"BehaviorSpace results (NetLogo 6.1.0)"
"COVID SIMULS.html"
"Lancet Paper Aus"
"04/13/2020 21:29:52:739 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-40","40"
"[run number]","Illness_period","Spatial_Distance","Compliance_with_Isolation","Total_Population","Available_Resources","Current_Cases","Media_Exposure","Hospital_Beds_in_Australia","ReInfectionRate","RestrictedMovement","Superspreaders","Severity_of_illness","Quarantine","ProductionRate","Incubation_Period","Case_Isolation","Initial","Track_and_Trace_Efficiency","PolicyTriggerOn","Proportion_People_Avoid","Population","Treatment_Benefit","FearTrigger","Speed","Triggerday","Proportion_time_Avoid","InfectionRate","Age_Isolation","Contact_Radius","Scale","Lockdown_Off","Freewheel","TimelockdownOff","Diffusion_Adjustment","[step]","count simuls with [ color = red ]","count simuls with [ color = 85 ]","count simuls with [color = black ]","count simuls with [ color = yellow ]","count simuls with [ color = black and agerange = 5 ]","count simuls with [ color = black and agerange = 15 ]","count simuls with [ color = black and agerange = 25 ]","count simuls with [ color = black and agerange = 35 ]","count simuls with [ color = black and agerange = 45 ]","count simuls with [ color = black and agerange = 55 ]","count simuls with [ color = black and agerange = 65 ]","count simuls with [ color = black and agerange = 75 ]","count simuls with [ color = black and agerange = 85 ]","count simuls with [ color = black and agerange = 95 ]","mean [ contacts ] of simuls / ticks","mean [ timenow ] of simuls with [ color = red ]","count simuls with [ color = red and timenow = Incubation_Period ]","sum [ reserves ] of simuls with [ color != black ]","scalePhase","numberInfected","deathcount","casefatalityrate","ICUBedsRequired","DailyCases","CurrentInfections","EliminationDate","MeanR"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","131","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.5359541984732824","<RuntimePrimitiveException>","0","6821135.183342379","0","1","0","0","0","0","0","13","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","150","10","2128","14","348","0","0","0","0","0","1","2","6","5","0","0.31945066666666666","11.4","0","6843234.242696914","0","963","32","0.033229491173416406","1","0","10","0","2"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","148","3","2367","2","128","0","1","0","0","0","0","1","0","0","0","0.3394081081081081","11","0","6917246.246505344","0","131","2","0.015267175572519083","0","0","3","0","1"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","148","0","2180","2","318","0","0","0","0","0","1","0","1","0","0","0.3248189189189189","<RuntimePrimitiveException>","0","6888948.661702612","0","320","2","0.00625","0","0","0","140","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","145","0","2498","0","2","0","0","0","0","0","0","0","0","0","0","0.3851558620689655","<RuntimePrimitiveException>","0","6833546.802418112","0","2","0","0","0","0","0","23","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","145","8","2094","9","389","0","0","0","1","1","0","5","0","0","2","0.3366055555555556","10.125","0","7251953.928786523","0","924","9","0.00974025974025974","1","1","8","0","0"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","154","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.3114987012987013","<RuntimePrimitiveException>","0","6901510.9633129835","0","1","0","0","0","0","0","11","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","151","8","2127","14","351","0","0","0","0","0","1","2","6","5","0","0.3184","9.25","0","6830869.876831326","0","963","32","0.033229491173416406","1","2","8","0","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","132","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.5331333333333333","<RuntimePrimitiveException>","0","6803053.37407192","0","1","0","0","0","0","0","13","0"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","149","2","2367","2","129","0","1","0","0","0","0","1","0","0","0","0.33823624161073823","9.5","0","6903005.419906298","0","131","2","0.015267175572519083","0","0","2","0","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","149","0","2180","2","318","0","0","0","0","0","1","0","1","0","0","0.3237422818791946","<RuntimePrimitiveException>","0","6877301.378027441","0","320","2","0.00625","0","0","0","140","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","146","0","2498","0","2","0","0","0","0","0","0","0","0","0","0","0.3836054794520548","<RuntimePrimitiveException>","0","6818548.7126515955","0","2","0","0","0","0","0","23","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","146","8","2094","9","389","0","0","0","1","1","0","5","0","0","2","0.33544551724137933","11.125","0","7240410.900961685","0","924","9","0.00974025974025974","1","0","8","0","1"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","83","110","2029","7","354","0","0","0","1","0","1","0","1","2","2","0.4670120481927711","9.809090909090909","8","7751366.729351827","0","425","7","0.01647058823529412","5","1","110","0","14"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","155","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.31043096774193546","<RuntimePrimitiveException>","0","6887494.802737344","0","1","0","0","0","0","0","11","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","152","8","2127","14","351","0","0","0","0","0","1","2","6","5","0","0.31751315789473683","10.25","1","6820815.926225706","0","963","32","0.033229491173416406","1","0","8","0","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","133","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.530363909774436","<RuntimePrimitiveException>","0","6784431.716158028","0","1","0","0","0","0","0","13","0"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","150","2","2367","2","129","0","1","0","0","0","0","1","0","0","0","0.33712800000000004","10.5","1","6891166.561339367","0","131","2","0.015267175572519083","0","0","2","0","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","150","0","2180","2","318","0","0","0","0","0","1","0","1","0","0","0.32270133333333334","<RuntimePrimitiveException>","0","6866954.13112719","0","320","2","0.00625","0","0","0","140","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","147","0","2498","0","2","0","0","0","0","0","0","0","0","0","0","0.3821333333333333","<RuntimePrimitiveException>","0","6803910.2694908995","0","2","0","0","0","0","0","23","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","147","8","2094","9","389","0","0","0","1","1","0","5","0","0","2","0.33424931506849315","12.125","1","7228867.786072189","0","925","9","0.00972972972972973","1","1","8","0","0"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","156","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.3094615384615385","<RuntimePrimitiveException>","0","6878489.280183165","0","1","0","0","0","0","0","11","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","153","7","2127","14","352","0","0","0","0","0","1","2","6","5","0","0.3167111111111111","10.428571428571429","0","6808361.303380598","0","965","32","0.03316062176165803","1","0","7","0","2"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","148","0","2498","0","2","0","0","0","0","0","0","0","0","0","0","0.3806324324324324","<RuntimePrimitiveException>","0","6791130.836954202","0","2","0","0","0","0","0","23","0"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","151","1","2367","2","130","0","1","0","0","0","0","1","0","0","0","0.3359364238410596","6","0","6879945.241717517","0","131","2","0.015267175572519083","0","0","1","0","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","134","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.5275582089552239","<RuntimePrimitiveException>","0","6764051.997692656","0","1","0","0","0","0","0","13","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","151","0","2180","2","318","0","0","0","0","0","1","0","1","0","0","0.3216","<RuntimePrimitiveException>","0","6853793.174526067","0","320","2","0.00625","0","0","0","140","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","148","7","2093","9","391","0","0","0","1","1","0","5","0","0","2","0.33308843537414967","10.285714285714286","0","7215011.159229044","0","925","9","0.00972972972972973","0","0","7","0","1"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","84","100","2026","7","367","0","0","0","1","0","1","0","1","2","2","0.46361428571428576","9.71","7","7735523.843153181","0","429","7","0.016317016317016316","3","6","100","0","9"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","157","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.31074904458598723","<RuntimePrimitiveException>","0","6898280.73611928","0","1","0","0","0","0","0","11","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","154","7","2126","14","353","0","0","0","0","0","1","2","6","5","0","0.31565454545454547","9.142857142857142","0","6794496.532371352","0","965","32","0.03316062176165803","1","0","7","0","1"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","152","2","2366","2","130","0","1","0","0","0","0","1","0","0","0","0.3347894736842105","4","0","6867334.115920716","0","131","2","0.015267175572519083","0","0","2","0","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","149","0","2498","0","2","0","0","0","0","0","0","0","0","0","0","0.37908993288590603","<RuntimePrimitiveException>","0","6775512.802077216","0","2","0","0","0","0","0","23","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","135","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.5248355555555556","<RuntimePrimitiveException>","0","6744932.542132638","0","1","0","0","0","0","0","13","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","152","0","2180","2","318","0","0","0","0","0","1","0","1","0","0","0.3205657894736842","<RuntimePrimitiveException>","0","6843205.433979865","0","320","2","0.00625","0","0","0","140","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","149","6","2093","9","392","0","0","0","1","1","0","5","0","0","2","0.33202162162162163","10.333333333333334","0","7203081.700517532","0","926","9","0.009719222462203024","0","0","6","0","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","155","6","2126","14","354","0","0","0","0","0","1","2","6","5","0","0.3146632258064516","9","1","6782710.291283502","0","965","32","0.03316062176165803","1","1","6","0","0"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","158","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.3119746835443038","<RuntimePrimitiveException>","0","6915109.472336131","0","1","0","0","0","0","0","11","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","150","0","2498","0","2","0","0","0","0","0","0","0","0","0","0","0.37768","<RuntimePrimitiveException>","0","6762433.187744273","0","2","0","0","0","0","0","23","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","153","0","2180","2","318","0","0","0","0","0","1","0","1","0","0","0.3194300653594771","<RuntimePrimitiveException>","0","6831407.054182991","0","320","2","0.00625","0","0","0","140","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","136","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.5221205882352941","<RuntimePrimitiveException>","0","6725338.908055334","0","1","0","0","0","0","0","13","0"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","153","2","2366","2","130","0","1","0","0","0","0","1","0","0","0","0.33363660130718953","5","0","6853464.807919309","0","131","2","0.015267175572519083","0","1","2","0","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","150","6","2092","9","393","0","0","0","1","1","0","5","0","0","2","0.33096644295302013","8.666666666666666","0","7191527.889099808","0","926","9","0.009719222462203024","0","1","6","0","0"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","85","94","2023","8","375","0","0","0","1","0","1","0","1","3","2","0.46010352941176474","9.819148936170214","4","7717962.723092886","0","430","8","0.018604651162790697","3","9","94","0","6"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","159","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.31334591194968553","<RuntimePrimitiveException>","0","6931398.192238982","0","1","0","0","0","0","0","11","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","151","0","2498","0","2","0","0","0","0","0","0","0","0","0","0","0.37624635761589403","<RuntimePrimitiveException>","0","6746625.103654451","0","2","0","0","0","0","0","23","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","154","0","2180","2","318","0","0","0","0","0","1","0","1","0","0","0.3184597402597403","<RuntimePrimitiveException>","0","6819343.031755538","0","320","2","0.00625","0","0","0","140","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","137","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.5195007299270072","<RuntimePrimitiveException>","0","6707085.576449716","0","1","0","0","0","0","0","13","0"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","154","2","2366","2","130","0","1","0","0","0","0","1","0","0","0","0.33248571428571433","6","0","6842142.6714950185","0","131","2","0.015267175572519083","0","0","2","0","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","156","6","2126","14","354","0","0","0","0","0","1","2","6","5","0","0.3136564102564102","10","0","6770640.282270105","0","965","32","0.03316062176165803","1","0","6","0","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","151","5","2092","9","394","0","0","0","1","1","0","5","0","0","2","0.32996533333333333","8.2","0","7181522.308662582","0","926","9","0.009719222462203024","0","0","5","0","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","152","0","2498","0","2","0","0","0","0","0","0","0","0","0","0","0.3748947368421053","<RuntimePrimitiveException>","0","6731960.018116145","0","2","0","0","0","0","0","23","0"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","155","2","2366","2","130","0","1","0","0","0","0","1","0","0","0","0.33136","7","0","6828945.833300223","0","132","2","0.015151515151515152","0","0","2","0","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","138","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.5169449275362318","<RuntimePrimitiveException>","0","6687954.902824976","0","1","0","0","0","0","0","13","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","155","0","2180","2","318","0","0","0","0","0","1","0","1","0","0","0.31750709677419353","<RuntimePrimitiveException>","0","6808663.781364118","0","320","2","0.00625","0","0","0","140","0"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","160","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.3146","<RuntimePrimitiveException>","0","6947076.886087946","0","1","0","0","0","0","0","11","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","157","6","2125","14","355","0","0","0","0","0","1","2","6","5","0","0.31493248407643315","8.333333333333334","0","6788557.461887458","0","966","32","0.033126293995859216","1","0","6","0","1"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","86","85","2022","8","385","0","0","0","1","0","1","0","1","3","2","0.4567813953488372","9.976470588235294","2","7699823.693964747","0","436","8","0.01834862385321101","3","8","85","0","7"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","152","5","2092","9","394","0","0","0","1","1","0","5","0","0","2","0.32897748344370864","9.2","1","7171260.574849397","0","927","9","0.009708737864077669","0","0","5","0","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","139","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.5144892086330934","<RuntimePrimitiveException>","0","6670945.999575671","0","1","0","0","0","0","0","13","0"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","156","2","2366","2","130","0","1","0","0","0","0","1","0","0","0","0.33027179487179487","8","1","6815354.495230605","0","132","2","0.015151515151515152","0","0","2","0","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","153","0","2498","0","2","0","0","0","0","0","0","0","0","0","0","0.3734980392156863","<RuntimePrimitiveException>","0","6716580.584903381","0","2","0","0","0","0","0","23","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","156","0","2180","2","318","0","0","0","0","0","1","0","1","0","0","0.31653589743589744","<RuntimePrimitiveException>","0","6802559.930058207","0","320","2","0.00625","0","0","0","140","0"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","161","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.3157913043478261","<RuntimePrimitiveException>","0","6962507.869514473","0","1","0","0","0","0","0","11","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","158","6","2125","14","355","0","0","0","0","0","1","2","6","5","0","0.31630632911392403","9.333333333333334","1","6802842.79702232","0","966","32","0.033126293995859216","1","1","6","0","1"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","153","5","2092","9","394","0","0","0","1","1","0","5","0","0","2","0.3279605263157895","10.2","0","7162396.788068023","0","927","9","0.009708737864077669","0","0","5","0","2"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","140","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.5119571428571429","<RuntimePrimitiveException>","0","6652264.069563897","0","1","0","0","0","0","0","13","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","154","0","2498","0","2","0","0","0","0","0","0","0","0","0","0","0.37205454545454547","<RuntimePrimitiveException>","0","6702121.325807417","0","2","0","0","0","0","0","23","0"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","157","2","2366","2","130","0","1","0","0","0","0","1","0","0","0","0.3313477707006369","9","0","6830618.558699021","0","132","2","0.015151515151515152","0","0","2","0","0"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","162","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.31708148148148146","<RuntimePrimitiveException>","0","6977927.950543001","0","1","0","0","0","0","0","11","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","157","0","2180","2","318","0","0","0","0","0","1","0","1","0","0","0.3177630573248408","<RuntimePrimitiveException>","0","6819998.138103876","0","320","2","0.00625","0","0","0","140","0"
"1","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","87","78","2019","10","393","0","0","0","1","0","1","0","2","4","2","0.4536781609195402","9.871794871794872","5","7680081.532752974","0","445","10","0.02247191011235955","2","7","78","0","10"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","159","6","2125","14","355","0","0","0","0","0","1","2","6","5","0","0.3175849056603774","10.333333333333334","0","6816134.861413316","0","966","32","0.033126293995859216","1","0","6","0","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","154","4","2092","9","395","0","0","0","1","1","0","5","0","0","2","0.32687058823529413","9.75","1","7150353.962878269","0","927","9","0.009708737864077669","0","0","4","0","0"
"6","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","141","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.5095035460992908","<RuntimePrimitiveException>","0","6634473.970063121","0","1","0","0","0","0","0","13","0"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","155","0","2498","0","2","0","0","0","0","0","0","0","0","0","0","0.37065806451612904","<RuntimePrimitiveException>","0","6686411.821593947","0","2","0","0","0","0","0","23","0"
"2","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","158","2","2366","2","130","0","1","0","0","0","0","1","0","0","0","0.33249367088607595","10","0","6843166.991844439","0","132","2","0.015151515151515152","0","0","2","0","0"
"4","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","163","0","2499","0","1","0","0","0","0","0","0","0","0","0","0","0.318321472392638","<RuntimePrimitiveException>","0","6996490.908449283","0","1","0","0","0","0","0","11","0"
"7","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","158","0","2180","2","318","0","0","0","0","0","1","0","1","0","0","0.3189898734177215","<RuntimePrimitiveException>","0","6836793.853341762","0","320","2","0.00625","0","0","0","140","0"
"5","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","155","4","2092","9","395","0","0","0","1","1","0","5","0","0","2","0.3257246753246753","10.75","0","7135531.516596764","0","927","9","0.009708737864077669","0","1","4","0","1"
"3","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","156","0","2498","0","2","0","0","0","0","0","0","0","0","0","0","0.3693435897435898","<RuntimePrimitiveException>","0","6673813.253917783","0","2","0","0","0","0","0","23","0"
"8","15","false","95","25000000","0","5000","50","65000","0","0","10","15","true","5","5","false","1","0.1","true","85","2500","4","50","1","65","85","35","0","0","true","false","false","155","10","160","5","2124","14","357","0","0","0","0","0","1","2","6","5","0","0.3190325","7","0","6833176.692166555","0","967","32","0.033092037228541885","0","0","5","0","0"
