[run number],Total_Population,Current_Cases,RestrictedMovement,Proportion_Time_Avoid,Days_of_Cash_Reserves,Care_Attitude,Track_and_Trace_Efficiency,TimeLockDownOff,Treatment_Benefit,FearTrigger,se_Compliance,Freewheel,Triggerday,Diffusion_Adjustment,PPA,MaxV,SE_Illnesspd,Link_Switch,Saliency_of_Experience,Stimulus,Dynamic_Behaviour,Global_Transmissability,Initial,Lockdown_Off,Proportion_People_Avoid,Compliance_with_Isolation,Illness_period,WFH_Capacity,Cruise,Bed_Capacity,ReInfectionRate,Spatial_Distance,Age_Isolation,Severity_of_illness,ProductionRate,AsymptomaticPercentage,Population,Mean_Individual_Income,Available_Resources,Decay_limit,ICU_Beds_in_Australia,Scale,Self_Capacity,Media_Exposure,PTA,Superspreaders,Contact_Radius,Hospital_Beds_in_Australia,MinV,Incubation_Period,Case_Isolation,se_Incubation,PHWarnings,PolicyTriggerOn,ICU_Required,Quarantine,Speed,InitialAssociationStrength,[step],count simuls with [ color = red ],count simuls with [ color = 85 ],count simuls with [color = black ],count simuls with [ color = yellow ],count simuls with [ color = black and agerange = 5 ],count simuls with [ color = black and agerange = 15 ],count simuls with [ color = black and agerange = 25 ],count simuls with [ color = black and agerange = 35 ],count simuls with [ color = black and agerange = 45 ],count simuls with [ color = black and agerange = 55 ],count simuls with [ color = black and agerange = 65 ],count simuls with [ color = black and agerange = 75 ],count simuls with [ color = black and agerange = 85 ],count simuls with [ color = black and agerange = 95 ],mean [ contacts ] of simuls / ticks,mean [ timenow ] of simuls with [ color = red ],count simuls with [ color = red and timenow = Incubation_Period ],sum [ reserves ] of simuls with [ color != black ],scalePhase,numberInfected,deathcount,casefatalityrate,ICUBedsRequired,DailyCases,CurrentInfections,EliminationDate,MeanR,mean [ personalvirulence ] of simuls
12,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,135,178,2071,6,405,0,1,0,1,0,0,3,1,0,0,0.395143414,10.3258427,11,7788254.231,1,98585,420,0.004260283,110,120,1780,0,0.318181818,47.74991353
13,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,139,200,1885,13,562,0,1,0,0,1,2,4,3,1,1,0.378065668,11.16,7,8672133.656,0,78287,2551,0.032585231,11,22,200,0,2.060606061,47.40304511
11,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,149,28,2639,17,66,1,0,2,2,0,2,4,6,0,0,0.346955774,10.71428571,0,7903820.47,1,220996,4841,0.021905374,20,20,280,0,0,47.04138909
10,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,143,39,1989,8,464,0,0,2,0,1,2,1,1,1,0,0.370058741,10.1025641,2,7176063.528,2,102551,2600,0.025353239,200,100,3900,0,0.5,47.022272
9,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,152,161,1719,16,734,0,1,1,1,0,2,2,2,5,2,0.352286372,11.09937888,5,7977082.545,0,50233,1420,0.02826827,1,11,161,0,0.363636364,47.12011787
14,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,133,70,1998,3,469,0,0,0,0,0,0,0,0,3,0,0.373183944,10.42857143,0,7736457.731,2,283087,300,0.001059745,700,100,7000,0,0.4,47.13716929
15,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,134,43,2003,7,447,0,0,1,0,0,1,1,0,4,0,0.390652632,9.186046512,0,7130707.713,2,243284,1600,0.006576676,100,200,4300,0,0.5,47.333484
16,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,TRUE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,64,224,2241,1,34,0,0,0,0,0,0,0,1,0,0,0.50799375,6.09375,23,8766692.147,2,8519,1,1.17E-04,900,1500,22400,0,2,47.007348
12,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,136,140,2058,6,446,0,1,0,1,0,0,3,1,0,0,0.393820755,8.985714286,5,7767088.359,1,98805,420,0.004250797,0,0,1400,0,0,47.73683396
13,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,140,152,1871,13,614,0,1,0,0,1,2,4,3,1,1,0.37690027,9.789473684,6,8629980.5,0,78298,2551,0.032580653,1,1,152,0,2.818181818,47.4308717
10,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,144,36,1988,8,468,0,0,2,0,1,2,1,1,1,0,0.368608333,10.16666667,1,7161607.419,2,102751,2600,0.02530389,100,100,3600,0,1,47.022272
11,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,150,26,2628,17,69,1,0,2,2,0,2,4,6,0,0,0.345701269,10.69230769,0,7853324.67,1,221016,4841,0.021903392,0,0,260,0,1.8,47.01465693
14,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,134,65,1988,3,474,0,0,0,0,0,0,0,0,3,0,0.371945608,10.75384615,5,7687452.624,2,283587,300,0.001057876,600,500,6500,0,0.666666667,47.08177866
9,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,153,120,1708,17,775,0,1,1,1,0,2,2,3,5,2,0.351244824,9.775,7,7926405.525,0,50245,1421,0.028281421,1,0,120,0,0,47.06092366
15,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,135,37,2003,7,453,0,0,1,0,0,1,1,0,4,0,0.389098507,9.081081081,3,7115857.855,2,243584,1600,0.006568576,100,200,3700,0,1,47.333484
16,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,TRUE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,65,245,2212,1,42,0,0,0,0,0,0,0,1,0,0,0.50856,6.048979592,25,8764921.755,2,9419,1,1.06E-04,1100,1300,24500,0,1.625,47.007348
13,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,141,154,1862,14,610,0,1,0,0,1,3,4,3,1,1,0.375545347,10.57142857,5,8578476.31,0,78320,2552,0.03258427,1,0,154,0,0,47.40158333
12,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,137,144,2044,6,446,0,1,0,1,0,0,3,1,0,0,0.392827914,9.736111111,8,7726756.939,1,98925,420,0.004245641,10,0,1440,0,1,47.71802273
10,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,145,33,1987,8,472,0,0,2,0,1,2,1,1,1,0,0.367133793,10.15151515,1,7147279.43,2,102851,2600,0.025279288,100,300,3300,0,0.333333333,47.022272
9,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,154,111,1701,17,781,0,1,1,1,0,2,2,3,5,2,0.350089566,9.981981982,2,7883235.03,0,50256,1421,0.028275231,1,11,111,0,0,47.06349042
11,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,151,26,2618,17,69,1,0,2,2,0,2,4,6,0,0,0.344688645,11.69230769,1,7808673.159,1,221036,4841,0.02190141,0,30,260,0,0,46.99016484
15,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,136,35,2002,7,456,0,0,1,0,0,1,1,0,4,0,0.38757037,9.228571429,1,7100984.427,2,243784,1600,0.006563187,100,400,3500,0,0,47.333484
14,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,135,59,1981,3,477,0,0,0,0,0,0,0,0,3,0,0.370496767,10.94915254,1,7617078.397,2,283687,300,0.001057504,600,500,5900,0,0.4,47.0847619
12,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,138,140,2030,6,454,0,1,0,1,0,0,3,1,0,0,0.391538546,9.757142857,12,7682591.777,1,98925,420,0.004245641,30,110,1400,0,0,47.67695817
10,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,146,31,1986,8,475,0,0,2,0,1,2,1,1,1,0,0.365786301,10.25806452,2,7131567.234,2,102951,2600,0.025254733,0,200,3100,0,0.6,47.022272
13,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,142,123,1851,14,642,0,1,0,0,1,3,4,3,1,1,0.374390832,9.943089431,8,8523987.307,0,78321,2552,0.032583854,1,7,123,0,0.090909091,47.33127757
16,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,TRUE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,66,27,2467,1,5,0,0,0,0,0,0,0,1,0,0,0.508872727,5.222222222,3,8763580.002,3,10919,1,9.16E-05,1000,1000,27000,0,0,47.007348
9,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,155,103,1693,17,787,0,1,1,1,0,2,2,3,5,2,0.349096774,10.2038835,7,7840480.715,0,50256,1421,0.028275231,1,5,103,0,0.181818182,47.11172692
15,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,137,33,2001,7,459,0,0,1,0,0,1,1,0,4,0,0.386079412,9.333333333,3,7086636.538,2,243984,1600,0.006557807,100,0,3300,0,0.5,47.333484
14,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,136,52,1972,3,483,0,0,0,0,0,0,0,0,3,0,0.369255332,10.96153846,0,7547100.766,2,284187,300,0.001055643,400,0,5200,0,0,47.02139841
12,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,139,121,2019,6,474,0,1,0,1,0,0,3,1,0,0,0.390249327,9.380165289,8,7651962.634,1,98925,420,0.004245641,40,50,1210,0,0,47.68890076
11,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,152,200,2608,17,75,1,0,2,2,0,2,4,6,0,0,0.341644211,10.41,0,8476552.729,0,221036,4841,0.02190141,0,0,200,0,0.323529412,46.95135172
10,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,147,29,1985,8,478,0,0,2,0,1,2,1,1,1,0,0.364585034,10.31034483,2,7117796.051,2,103251,2600,0.025181354,0,100,2900,0,1,47.022272
13,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,143,118,1838,14,650,0,1,0,0,1,3,4,3,1,1,0.373298457,10.00847458,7,8482080.218,0,78321,2552,0.032583854,1,6,118,0,0,47.29120229
16,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,TRUE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,67,32,2462,1,5,0,0,0,0,0,0,0,1,0,0,0.509265672,5.40625,4,8761516.492,3,12219,1,8.18E-05,1000,3000,32000,0,0,47.007348
15,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,138,33,2001,7,459,0,0,1,0,0,1,1,0,4,0,0.384586861,10.33333333,3,7070665.094,2,244384,1600,0.006547073,100,300,3300,0,1.666666667,47.333484
9,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,156,86,1684,17,803,0,1,1,1,0,2,2,3,5,2,0.348044748,9.127906977,6,7784161.786,0,50267,1421,0.028269043,1,7,86,0,0,47.10653668
14,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,137,49,1963,3,485,0,0,0,0,0,0,0,0,3,0,0.367623358,11.32653061,3,7506557.977,2,284687,300,0.001053789,300,500,4900,0,0.6,47.085436
10,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,148,234,1974,8,484,0,0,2,0,1,2,1,1,1,0,0.362037037,9.14957265,11,7508202.825,1,103451,2600,0.025132672,0,110,2340,0,0,47.50418148
12,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,140,113,2008,6,483,0,1,0,1,0,0,3,1,0,0,0.388968254,9.486725664,7,7604486.411,1,99035,420,0.004240925,40,80,1130,0,0,47.6028046
11,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,153,154,2591,17,128,1,0,2,2,0,2,4,6,0,0,0.341499727,8.805194805,22,8443244.603,0,221066,4841,0.021898438,0,0,154,0,1,46.97173702
15,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,139,31,2001,7,461,0,0,1,0,0,1,1,0,4,0,0.383104348,10.96774194,0,7053629.244,2,244384,1600,0.006547073,100,100,3100,0,1.666666667,47.333484
13,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,144,112,1827,14,657,0,1,0,0,1,3,4,3,1,1,0.371926884,9.973214286,8,8437933.98,0,78328,2552,0.032580942,2,5,112,0,0.318181818,47.23062452
9,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,157,89,1671,17,803,0,1,1,1,0,2,2,3,5,2,0.347121414,9.820224719,5,7749472.931,0,50272,1421,0.028266232,1,2,89,0,0.565217391,47.15323643
16,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,TRUE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,68,38,2455,1,6,0,0,0,0,0,0,0,1,0,0,0.5094,5.131578947,2,8758648.933,3,13219,1,7.56E-05,1000,3000,38000,0,3,47.007348
14,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,138,44,1960,3,493,0,0,0,0,0,0,0,0,3,0,0.366202899,10.70454545,1,7493609.578,2,284687,300,0.001053789,200,100,4400,0,0.75,47.085436
10,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,149,231,1958,8,493,0,0,2,0,1,2,1,1,1,0,0.361283401,9.506493506,11,7470571.866,1,103551,2600,0.025108401,20,220,2310,0,0.333333333,47.58767286
12,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,141,109,1992,6,493,0,1,0,1,0,0,3,1,0,0,0.387692308,9.220183486,4,7559883.824,1,99085,420,0.004238785,40,120,1090,0,0.166666667,47.62525769
15,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,140,28,2001,7,464,0,0,1,0,0,1,1,0,4,0,0.381671942,11.42857143,1,7037399.598,2,244684,1600,0.006539046,100,300,2800,0,0.333333333,47.333484
9,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,158,81,1662,17,810,0,1,1,1,0,2,2,3,5,2,0.346086785,9.617283951,2,7706144.213,0,50279,1421,0.028262296,1,7,81,0,0,47.20802335
13,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,145,113,1820,14,653,0,1,0,0,1,3,4,3,1,1,0.370840849,10.88495575,3,8392177.458,0,78334,2552,0.032578446,3,8,113,0,0,47.20726154
11,25000000,1,0,85,30,0.5,0.25,162,4,50,1,FALSE,72,10,85,1,1,FALSE,1,TRUE,FALSE,47,1,FALSE,85,95,15,33,FALSE,4,0,FALSE,0,15,5,33,2500,55000,0,0.5,4200,TRUE,0.8,50,85,10,0,65000,0,5,FALSE,0.2,0.8,TRUE,5,FALSE,1,0,154,161,2574,17,128,1,0,2,2,0,2,4,6,0,0,0.340997186,9.422360248,11,8407219.332,0,221066,4841,0.021898438,11,11,161,0,0,46.94014583
